# ------------------------------------------------------------------
# Generated by forcedphotometry_trim_cforcepsfaper_threads.pl, v6.0 on 2025-07-01 at 05:32:38
#
# Requested input R.A. = 69.1479944 degrees
# Requested input Dec. = 57.4778437 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2490000 days
# Authenticated program IDs = 1, 2, 3
#
# Column definitions:
# sindex = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (1..4)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Reference image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, which is abnormal, see documentation.
# ------------------------------------------------------------------
# Order of columns below:
 sindex, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
 9 779 15 3 ZTF_r 465171225815 0 2.9197 107.096 13.6631 25.8501 1.16456e-05 0.0333274 0.0790548 1.92182e-05 2086 30. 0.059617 0.056771 18.9428 25.8501 1 2458219.6712269 779120258 14.67155178594 71.275955 0.228975 1.041202 34.45110184692 110.936859 0.312638 1.056365 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 10 779 15 3 ZTF_g 475144595815 8 6.1344 138.599 12.3972 26.3061 6.04611e-05 0.0506754 -0.156226 0.000109692 793 30. 0.106594 0.088219 18.795 26.3061 1 2458229.6445949 779120158 -24.66553702041 99.756226 -0.275046 0.955736 -121.19190653671 115.865463 -1.053016 1.167107 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 11 779 15 3 ZTF_r 477145355815 0 2.876 141.293 13.627 26.1652 8.0746e-06 0.02744 0.0644458 1.33597e-05 2074 30. 0.064738 0.064121 19.1874 26.1652 1 2458231.6453588 779120258 73.89858917037 78.084686 1.052750 1.416769 -60.4743318953 118.142029 -0.515326 1.049999 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 12 779 15 3 ZTF_g 480157485815 0 3.5697 135.684 14.7949 26.2018 3.00213e-05 0.0477372 -0.113679 5.10303e-05 1589 30. 0.086589 0.066396 18.9795 26.2018 1 2458234.6574884 779120158 -96.76292203071 85.572807 -1.257848 1.083195 -27.74796486019 119.432800 -0.233896 1.081365 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 13 779 15 3 ZTF_g 481160985815 0 4.3861 136.694 16.2039 26.2094 4.38308e-05 0.0503801 -0.112166 7.59923e-05 1059 30. 0.092791 0.075681 18.7263 26.2094 1 2458235.6609838 779120158 69.03030883031 117.877548 0.651424 0.886909 76.59736335081 146.920059 0.524865 1.149430 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 14 779 15 3 ZTF_g 482159095815 0 3.4582 129.847 18.3832 26.1304 3.73905e-05 0.0494793 -0.10113 6.36866e-05 1251 30. 0.077335 0.067819 18.6892 26.1304 1 2458236.6590972 779120158 59.71693108593 103.366096 0.642649 1.036141 -60.88446462775 147.024063 -0.416901 1.079205 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 15 779 15 3 ZTF_g 553481265815 0 2.5582 115.099 13.3151 26.0056 1.76201e-05 0.0402907 -0.0895601 2.94297e-05 2045 30. 0.083261 0.055734 19.1847 26.0056 1 2458307.9812616 779120158 159.18310714793 62.237186 2.845128 0.992008 142.39344992218 104.921730 1.366280 1.052863 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 16 779 15 3 ZTF_r 562471015815 0 1.6609 92.5138 7.37347 25.609 0.000364992 0.184382 0.0591216 0.000609465 2083 30. 0.049781 0.038419 19.8833 25.609 1 2458316.9710185 779120258 -22.99802228492 28.659008 -0.892656 6.873351 23.84511080679 58.586338 0.409749 1.033993 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 17 779 15 3 ZTF_r 565475625815 0 1.627 139.166 7.16617 26.1163 3.1187e-06 0.0171292 0.0781695 5.18644e-06 2111 30. 0.042443 0.037628 20.5831 26.1163 1 2458319.975625 779120258 19.82096611513 24.017908 0.918004 6.909158 96.71177662016 46.798790 2.080463 1.045190 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 18 779 15 3 ZTF_g 566469095815 0 1.6179 43.2285 6.55471 24.841 0.000448388 0.198107 -0.111969 0.000761838 1872 30. 0.053378 0.045873 19.2092 24.841 1 2458320.9690972 779120158 -71.74706808791 30.376236 -2.627393 1.257379 -55.01818237623 57.573551 -0.962052 1.077185 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 19 779 15 3 ZTF_r 566492905815 0 1.6319 72.0818 11.9375 25.4281 2.79128e-05 0.0517023 0.0460115 4.6545e-05 2102 30. 0.043842 0.036337 19.1721 25.4281 1 2458320.9929051 779120258 5.9641175783 44.488995 0.149124 3.281157 -38.9157601166 91.074394 -0.430174 1.036487 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 20 779 15 3 ZTF_r 567488865815 0 1.7036 149.068 9.67175 26.1972 3.1164e-06 0.0170634 0.0818486 5.18779e-06 2110 30. 0.043287 0.041291 20.2734 26.1972 1 2458321.9888657 779120258 -57.71126518906 35.265450 -1.820396 1.656937 -58.59123963005 69.511269 -0.848580 1.040355 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 21 779 15 3 ZTF_g 568470745815 0 2.0412 146.669 6.01061 26.201 4.7981e-06 0.0215339 -0.0311931 7.97449e-06 2099 30. 0.055773 0.045578 20.6763 26.201 1 2458322.9707407 779120158 -7.89535415299 25.690372 -0.341866 1.153888 8.94722790528 44.305664 0.203303 1.093781 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 22 779 15 3 ZTF_r 568493855815 0 1.8132 149.279 13.1998 26.2009 3.0661e-06 0.0170379 0.07915 5.09578e-06 2113 30. 0.042202 0.036318 19.7989 26.2009 1 2458322.9938542 779120258 4.87789122833 52.334984 0.103680 1.934716 -23.55517057096 103.491608 -0.229138 1.037497 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 23 779 15 3 ZTF_g 569448205815 0 2.1471 137.089 5.76428 26.1263 6.3184e-06 0.0244766 -0.0278515 1.0507e-05 2087 30. 0.067744 0.063346 20.5536 26.1263 1 2458323.948206 779120158 -30.14780577974 26.699722 -1.256041 1.205777 20.75249376053 44.678982 0.467608 1.108365 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 24 779 15 3 ZTF_r 569492195815 0 1.7534 146.609 10.9151 26.1822 3.292e-06 0.0175081 0.0821957 5.4665e-06 2097 30. 0.040581 0.039041 20.0448 26.1822 1 2458323.9921991 779120258 45.92858676001 40.705086 1.255131 4.252048 109.51886116887 79.443268 1.387864 1.044161 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 25 779 15 3 ZTF_g 570446955815 0 2.2544 128.389 9.98736 26.0506 1.22301e-05 0.0338589 -0.0231286 2.0301e-05 2078 30. 0.061395 0.051941 19.6811 26.0506 1 2458324.946956 779120158 59.15962272516 51.911083 1.267711 1.005972 144.86126504534 87.256660 1.671356 1.086293 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 26 779 15 3 ZTF_r 570491235815 0 1.6724 142.587 9.60431 26.1393 3.5217e-06 0.0179273 0.0863388 5.85639e-06 2090 30. 0.044572 0.037073 20.1932 26.1393 1 2458324.9912384 779120258 -7.40942940404 35.967941 -0.229152 8.642937 -1.07355752828 69.889656 -0.015464 1.047929 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 27 779 15 3 ZTF_g 571447305815 0 2.5822 128.563 15.3657 26.0565 2.10236e-05 0.0440255 -0.0162943 3.5217e-05 1921 30. 0.070586 0.056475 19.1158 26.0565 1 2458325.9473032 779120158 45.98669618081 84.015793 0.608872 1.013481 143.97512822779 131.689896 1.100652 1.108669 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 28 779 15 3 ZTF_g 572489275815 33554432 1.8087 73.8522 12.3488 25.4856 2.07105e-05 0.0437693 -0.0799255 3.46799e-05 1993 30. 0.045972 0.045546 19.0444 25.4856 1 2458326.9892708 779120158 41.4683893566 51.213028 0.900724 1.030441 145.68171327928 102.160423 1.435614 1.041665 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 29 779 15 3 ZTF_g 573468155815 33554432 1.8597 63.2632 16.2541 25.3234 3.30426e-05 0.0494661 -0.0685593 5.6516e-05 1457 30. 0.051933 0.053238 18.5258 25.3234 1 2458327.9681597 779120158 16.63007389807 68.033562 0.271910 1.001582 -208.79682040149 134.393219 -1.564090 1.040283 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 30 779 15 3 ZTF_g 575471495815 0 1.7418 139.895 13.2731 26.1512 1.12019e-05 0.0326777 -0.0303285 1.86572e-05 2085 30. 0.050858 0.047216 19.7125 26.1512 1 2458329.9714931 779120158 -69.479863051 62.783066 -1.231037 1.009078 -103.2683715759 111.747299 -0.930348 1.092845 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 31 779 15 3 ZTF_r 575491125815 0 1.6271 143.026 12.2905 26.1571 2.9806e-06 0.016648 0.0760456 4.96444e-06 2101 30. 0.037459 0.03468 19.9546 26.1571 1 2458329.9911227 779120258 -50.3708622975 36.381531 -1.540115 5.873995 -20.15211037716 76.672279 -0.264605 1.028082 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 32 779 15 3 ZTF_r 576423405815 0 1.9723 128.818 12.6484 26.0496 5.406e-06 0.0226278 0.081375 8.99688e-06 2102 30. 0.074491 0.058421 19.5822 26.0496 1 2458330.9234028 779120258 39.96219029276 53.385895 0.832679 1.895068 -147.11491557933 102.054718 -1.451239 1.038297 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 33 779 15 3 ZTF_g 576492875815 0 2.547 136.733 13.6163 26.1217 1.9433e-05 0.0423324 -0.0110522 3.25593e-05 2017 30. 0.061337 0.060042 19.3507 26.1217 1 2458330.9928704 779120158 -47.50659914333 81.423599 -0.649021 1.027899 -46.77565427721 125.259933 -0.375944 1.136677 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 34 779 15 3 ZTF_g 579469225815 0 2.0348 140.298 9.68377 26.1344 8.3713e-06 0.0279048 -0.0164463 1.39386e-05 2088 30. 0.053849 0.043733 20.0732 26.1344 1 2458333.9692245 779120158 69.33223779348 39.045879 1.975217 1.394610 28.85861457049 65.979874 0.440331 1.105979 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 35 779 15 3 ZTF_r 579492565815 0 1.3983 145.46 10.3853 26.1332 5.6958e-06 0.022873 0.0883758 9.48188e-06 2110 30. 0.050032 0.056099 20.1659 26.1332 1 2458333.9925694 779120258 33.91102544936 34.706310 1.086894 6.400758 91.19218141146 70.247093 1.306906 1.036027 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 36 779 15 3 ZTF_r 580447395815 0 1.6516 144.497 9.47934 26.1574 3.117e-06 0.0170924 0.0782642 5.18576e-06 2106 30. 0.05186 0.041107 20.2787 26.1574 1 2458334.9473958 779120258 -2.86300729308 34.774521 -0.091583 9.232646 10.2280534714 68.454178 0.150421 1.044673 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 37 779 15 3 ZTF_g 580487405815 0 2.0771 149.917 8.87205 26.2198 7.713e-06 0.0271375 -0.0201018 1.27991e-05 2082 30. 0.056607 0.054494 20.2381 26.2198 1 2458334.9874074 779120158 -27.7124223342 39.879612 -0.772998 1.063033 -80.22603801815 66.480865 -1.214881 1.126955 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 38 779 15 3 ZTF_r 581466355815 0 1.6484 149.054 8.47715 26.1887 2.6407e-06 0.0156974 0.0844297 4.38045e-06 2106 30. 0.038003 0.036407 20.4187 26.1887 1 2458335.9663542 779120258 -6.69062377968 27.753490 -0.268166 2.817981 -60.72790307879 53.983494 -1.132511 1.045748 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 39 779 15 3 ZTF_g 581490725815 0 1.9781 149.442 8.6406 26.2298 6.2778e-06 0.024274 -0.0401062 1.04282e-05 2083 30. 0.041082 0.039988 20.1802 26.2298 1 2458335.9907292 779120158 -2.80758039876 43.558250 -0.071700 1.034906 -48.49954378221 75.849998 -0.643720 1.090308 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 40 779 15 3 ZTF_r 582465355815 0 1.7747 152.646 7.76911 26.2179 2.801e-06 0.0161198 0.0813703 4.64885e-06 2101 30. 0.034302 0.037993 20.4854 26.2179 1 2458336.9653588 779120258 -13.45916758205 26.551090 -0.563885 5.414863 -4.19190428347 51.478111 -0.081979 1.046321 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 41 779 15 3 ZTF_g 582494165815 0 1.9541 157.274 8.56319 26.2839 6.5748e-06 0.0249706 -0.0384183 1.0882e-05 2082 30. 0.042654 0.044386 20.3807 26.2839 1 2458336.9941667 779120158 -10.20515508541 39.662750 -0.286214 0.971529 -22.0718249888 68.031921 -0.326618 1.106810 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 42 779 15 3 ZTF_g 583424525815 0 2.3719 138.155 6.4121 26.1466 7.3173e-06 0.0263257 -0.0303157 1.21409e-05 2090 30. 0.058683 0.051993 20.3063 26.1466 1 2458337.9245255 779120158 -3.20718874522 33.153759 -0.107608 1.001423 -12.07776158086 54.098957 -0.224757 1.108024 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 43 779 15 3 ZTF_r 583488355815 0 1.7452 149.719 7.38339 26.2 2.5104e-06 0.0151833 0.0782742 4.16249e-06 2095 30. 0.043898 0.040303 20.515 26.2 1 2458337.9883565 779120258 -8.3012867534 25.148785 -0.367184 6.347230 -73.76241489179 48.445343 -1.532845 1.043986 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 44 779 15 3 ZTF_g 584450525815 0 2.2039 141.012 5.55158 26.1764 6.5965e-06 0.024555 -0.0334976 1.0987e-05 2079 30. 0.06338 0.057293 20.5924 26.1764 1 2458338.9505208 779120158 -15.95982434032 25.674572 -0.691480 1.120303 26.81158741615 42.446522 0.635910 1.109690 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 45 779 15 3 ZTF_r 584490275815 0 1.8235 146.691 6.94319 26.189 2.785e-06 0.0158447 0.0795573 4.63041e-06 2090 30. 0.043952 0.040501 20.5299 26.189 1 2458338.9902778 779120258 1.60513161131 25.052807 0.071270 7.477145 31.75670873952 47.936703 0.666933 1.043960 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 46 779 15 3 ZTF_r 586449515815 0 2.014 109.655 6.27047 25.8649 3.6118e-06 0.01808 0.0881798 6.01156e-06 2098 30. 0.062053 0.057022 20.2268 25.8649 1 2458340.9495139 779120258 -5.76677208802 26.407822 -0.242915 2.806117 -1.58873676647 48.634651 -0.032887 1.048386 0.123353711209011 19.4359997749329 0.0260000005364418 0.580999970436096 0.0329999998211861 2458160.739005 2458429.879688 0
 47 779 15 3 ZTF_g 586494785815 0 2.0777 113.894 5.99006 25.9151 8.0984e-06 0.0272793 -0.0124818 1.34592e-05 2083 30. 0.050865 0.053414 20.3413 25.9151 1 2458340.9947801 779120158 -9.83778020727 27.424227 -0.399041 1.198293 8.19652393968 45.807178 0.180140 1.110671 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
 48 779 15 3 ZTF_g 588424305815 0 2.2308 121.59 4.86391 26.0037 6.6151e-06 0.0249621 -0.0409642 1.09909e-05 2090 30. 0.067448 0.052786 20.5222 26.0037 1 2458342.9243056 779120158 28.50213331834 23.494635 1.349471 1.118353 26.64864484375 39.673412 0.676224 1.080329 0.107391398647908 19.4569999694824 0.0320000015199184 0.945999979972839 0.0450000017881393 2458168.606933 2458346.989468 0
